Index,Date,Date_num,Start_time,End_time,Observers,Scribe,Xcoord,Ycoord,Ground_Temp (C),Ambient_Temp (C),RH (%),Wind (km/h),Soil_pH,Soil_Hum (%),Rain,Plot_ID_Full,Plot_ID,Survey_Type,Survey_Number,Sheet_ID,No.,Recap,SVL(mm),GPS_Waypoint,Mass (g),Burrow(Y/N),Burrow_Depth,Microhabitat,Pads,Color,Eggs,STAGE,Unique_ID,Final_PITtag_Toeclip,Toeclip,Old_wrong,Body Condition,Ycoord,Xcoord,Comments,Outside Plot,Captured_only_once,Matured_during_study,Underground,QC
286,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,12,R,42.8,,,N,,L.L.,N,GY,N,SNBA,ID-982000406562650,9.82E+14,,,OK,4121489,363236,,N,N,N,N,
258,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,36,N,42.9,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563035,9.82E+14,,,OK,4121489,363226,,N,N,N,N,
54,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,4,N,43,,,N,,L.L.,N,G,N,SNBA,ID-982000406563196,9.82E+14,,,OK,4119004,367377,,N,Y,N,N,
142,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,12,N,43,,7.7,N,,L.L.,N,G,N,SNBA,ID-982000406562653,9.82E+14,,,OK,4121465,363216,Peed,N,N,N,N,
51,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,1,N,43.4,,,N,,L.L.,N,DY,N,SNBA,ID-982000406563225,9.82E+14,,,OK,4118985,367362,,N,Y,N,N,
473,13-May-16,20160513,22:30,0:50,"ADS, MRL",?,,,18.9,16.5,95.3,0,5.1,80,No,E; FT1,E,Plot,2,SS-13-MAY-2016-01,13,R,43.4,,,N,,L.L.,N,Y,N,SNBA,ID-982000406562660,9.82E+14,,,OK,4118398,365793,Peed,N,N,Y,N,
138,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,8,N,43.5,,8.8,N,,L.L.,N,Y,N,SNBA,ID-982000406562709,9.82E+14,,,OK,4121475,363204,PERI; Peed,Y,Y,N,N,
164,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,6,N,43.5,#317/8,,N,,L.L.,N,GY,N,SNBA,ID-982000406562559,9.82E+14,,,OK,4121473,363218,PERI,Y,N,N,N,
234,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,12,N,43.6,,,N,,L.L.,N,G,N,SNBA,ID-982000406563105,9.82E+14,,,OK,4121478,363225,,N,N,N,N,
50,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,27,N,43.8,#473/5,,N,,L.L.,N,GY,N,SNBA,ID-982000406562586,9.82E+14,,,OK,4118993,367369,,N,Y,N,N,
152,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,22,N,43.8,,7.8,N,,L.L.,N,GY,N,SNBA,ID-982000406562719,9.82E+14,,,OK,4121466,363229,PERI,Y,Y,N,N,
233,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,11,N,43.8,,,N,,L.L.,N,G,N,SNBA,ID-982000406563299,9.82E+14,,,OK,4121478,363225,,N,N,N,N,
264,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,42,N,44,,,Y,,L.L.,N,G,N,SNBA,ID-982000406563083,9.82E+14,,,OK,4121476,363224,,N,N,N,N,
146,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,16,N,44.2,,10.1,N,,L.L.,N,G,N,SNBA,ID-982000406562623,9.82E+14,,,OK,4121492,363219,PERI,Y,Y,N,N,
227,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,5,R,44.2,,,N,,L.L.,N,G,N,SNBA,ID-982000406562600,9.82E+14,,,OK,4121477,363205,Nebulus has white dots,N,N,N,N,
214,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,29,R,44.3,,,N,,L.L.,N,G,N,SNBA,ID-982000406562895,9.82E+14,,,OK,4121482,363226,,N,N,N,N,
247,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,25,N,44.4,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563195,9.82E+14,,,OK,4121481,363227,,N,N,N,N,
21,22-May-16,20160522,21:39,,"ADS, MRL",HW,,,15,13.8,100,0,5.9,40,Yes,A; Etour,A,Plot,3,SS-22-MAY-2016-01,7,N,44.5,#330/8,,Y,,L.L.,N,DY,N,SNBA,ID-982000406562786,9.82E+14,,,OK,4118978,367371,,N,N,Y,N,
155,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,25,N,44.5,,9.2,Y,,L.L.,N,DY,N,SNBA,ID-982000406562624,9.82E+14,,,OK,4121476,363228,,N,N,N,N,
191,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,6,N,44.5,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563242,9.82E+14,,,OK,4121482,363216,,N,N,N,N,
201,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,16,N,44.8,,,N,,L.L.,N,DY,N,SNBA,ID-982000406563162,9.82E+14,,,OK,4121482,363226,,N,N,N,N,
208,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,23,R,44.8,,,N,,L.L.,N,DY,N,SNBA,ID-982000406562859,9.82E+14,,,OK,4121490,363230,,N,N,N,N,
283,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,9,R,44.9,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563105,9.82E+14,,,OK,4121476,363219,,N,N,N,N,
202,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,17,N,45.1,,,N,,L.L.,N,GY,N,SNBA,ID-900118001076594,9.00E+14,,,OK,4121476,363226,,N,N,N,N,
188,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,3,N,45.3,,,N,,L.L.,N,DY,N,SNBA,ID-900118001081422,9.00E+14,,,OK,4121484,363232,,N,Y,N,N,
236,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,14,R,45.3,,,N,,L.L.,N,GY,N,SNBA,ID-900118001076594,9.00E+14,,,OK,4121478,363225,,N,N,N,N,
382,8-May-16,20160508,21:45,23:00,"ADS, MRL",?,,,15.1,13.6,86.2,0,6.3,60,No,C; Gooseley,C,Plot,2,SS-08-MAY-2016-01,5,N,45.3,,9.8,N,,L.L.,N,GY,N,SNBA,ID-982000406562630,9.82E+14,,,OK,4120477,365737,PERI; Peed,Y,Y,N,N,
237,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,15,N,45.5,,,N,,L.L.,N,G,N,SNBA,ID-900118001083236,9.00E+14,,,OK,4121481,363217,,N,N,N,N,
213,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,28,R,45.6,,,N,,L.L.,N,DY,N,SNBA,ID-982000406562624,9.82E+14,,,OK,4121480,363217,,N,N,N,N,
278,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,4,R,45.6,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563299,9.82E+14,,,OK,4121476,363219,,N,N,N,N,
197,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,12,N,45.8,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563068,9.82E+14,,,OK,4121482,363241,,N,Y,N,N,
459,27-Apr-16,20160427,22:10,22:54,"ADS, AO, SB",SB,,,,15.5,89.8,,5,40,No,E; FT1,E,Plot,1,SS-27-APR-2016-01,3,N,45.9,#019/8,8,N,,L.L,N,GY,N,SNBA,ID-982000406562708,9.82E+14,,,OK,4118379,365789,,N,N,Y,N,
253,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,31,N,46,,,N,,L.L.,N,G,N,SNBA,ID-982000406563041,9.82E+14,,,OK,4121481,363219,,N,N,N,N,
225,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,3,N,46.2,,,N,,L.L.,N,DY,N,SNBA,ID-982000406563218,9.82E+14,,,OK,4121487,363212,Nebulus has white dots,N,N,N,N,
292,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,18,R,46.2,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563041,9.82E+14,,,OK,4121483,363224,,N,N,N,N,
18,22-May-16,20160522,21:39,,"ADS, MRL",HW,,,15,13.8,100,0,5.9,40,Yes,A; Etour,A,Plot,3,SS-22-MAY-2016-01,4,N,46.5,#331/8,,N,,L.L.,N,G,N,SNBA,ID-982000406562868,9.82E+14,,,OK,4118974,367377,PERI,Y,Y,N,N,
118,25-Apr-16,20160425,20:40,23:15,"ADS, AO",AO,,,,,,,6.2,45,No,B; FTown Loop,B,Plot,1,SS-25-APR-16-01,6,N,46.5,,9.6,N,,L.L.,N,DY,N,SNBA,ID-982000406255129,9.82E+14,,,OK,-,-,,N,N,Y,N,
196,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,11,N,46.5,,,N,,L.L.,N,GY,N,SNBA,ID-900118001076747,9.00E+14,,,OK,4121487,363236,,N,N,N,N,
287,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,13,R,46.5,,,N,,L.L.,N,GY,N,SNBA,ID-982000406562559,9.82E+14,,,OK,412465,363218,PERI,Y,N,N,N,
80,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,8,N,46.6,,,N,,L.L.,N,GY,N,SNBA,ID-900118001079430,9.00E+14,,,Right hand stump,4118987,367387,,N,N,N,N,
129,25-Apr-16,20160425,20:40,23:15,"ADS, AO",AO,,,,,,,6.2,45,No,B; FTown Loop,B,Plot,1,SS-25-APR-16-01,17,N,46.6,,12.8,N,,L.L.,N,DY,N,SNBA,ID-982000406255185,9.82E+14,,,OK,-,-,PERI,Y,Y,N,N,
491,25-Jun-16,20160625,21:26,22:49,"ADS, KN",JF,,,22.7,22.9,86.7,0,6.6,20,No,E; FT1,E,Plot,4,SS-25-JUN-2016-01,1,N,46.6,,,N,,L.L.,N,GY,N,SNBA,ID-900118001076856,9.00E+14,,,OK,4118396,365796,,N,N,N,N,
28,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,5,N,46.7,#465/5,,N,,L.L.,N,G,N,SNBA,ID-982000406562727,9.82E+14,,,OK,4118975,367368,,N,N,N,N,
228,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,6,R,46.8,,,N,,L.L.,N,GY,N,SNBA,ID-982000406562895,9.82E+14,,,OK,4121481,363219,,N,N,N,N,
73,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,1,R,47.1,,,N,,L.L.,N,G,N,SNBA,ID-982000406562727,9.82E+14,,,OK,4118986,367355,,N,N,N,N,
416,5-Jul-16,20160705,23:42,,"KN, ADS","HM, ADS",,,25.7,25,98.5,0,6.1,55,No,C; Gooseley,C,Plot,5,SS-05-JUL-2016-02,4,N,47.1,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563163,9.82E+14,,,OK,4120480,365735,,N,N,Y,N,
26,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,3,N,47.7,#464/5,,N,,L.L.,N,DY,N,SNBA,ID-982000406562585,9.82E+14,,,OK,4118982,367368,,N,N,N,N,
31,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,8,N,48.8,#467/5,,N,,L.L.,N,DY,N,SNBA,ID-982000406562608,9.82E+14,,,OK,4118971,367379,,N,N,N,N,
136,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,6,N,48.8,,12.2,Y,,L.L.,N,G,N,SNBA,ID-982000406562696,9.82E+14,,,OK,4121475,363225,,N,N,Y,N,
32,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,9,N,49.5,#460/5,,Y,,L.L.,N,DY,N,SNBA,ID-982000406562533,9.82E+14,,9.82E+14,OK,4118999,367374,,N,N,N,N,
135,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,5,N,49.9,,10.5,N,,L.L.,N,G,N,SNBA,ID-982000406562646,9.82E+14,,,OK,4121498,363224,PERI; Peed,Y,Y,N,N,
6,26-Apr-16,20160426,22:31,12:00,"AO, ADS","AO, ADS",,,,18.8,,,5.6,55,No,A; Etour,A,Plot,1,SS-26-APR-2016-02,6,N,52,#103/5,14.5,N,,L.L.,N,DY,N,SNBA,ID-982000406562718,9.82E+14,,,OK,4118989,367358,PERI,Y,Y,N,N,
35,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,12,N,54.8,#468/5,,N,,L.L.,N,Y,N,SNBA,ID-900118001079012,9.00E+14,,,OK,4118974,367363,PERI,Y,N,Y,N,
393,23-May-16,20160523,21:45,23:40,"ADS, MR",HW,,,18,15.3,95.5,,5.5,50,"No, rained earlier (drizzle)",C; Gooseley,C,Plot,3,SS-23-MAY-2016-01,2,R,,#343/8,,,,L.L.,N,G,N,SNBA,ID-GOOSLEY-0040,GOOSLEY-0040,GOOSLEY-0040,,OK,4120498,365733,,N,N,N,N,
394,23-May-16,20160523,21:45,23:40,"ADS, MR",HW,,,18,15.3,95.5,,5.5,50,"No, rained earlier (drizzle)",C; Gooseley,C,Plot,3,SS-23-MAY-2016-01,3,R,,#338/8,,,,L.L.,N,G,N,SNBA,ID-982000406255096,9.82E+14,GOOSELEY-0004,,OK,4120491,365734,,N,N,N,N,
395,23-May-16,20160523,21:45,23:40,"ADS, MR",HW,,,18,15.3,95.5,,5.5,50,"No, rained earlier (drizzle)",C; Gooseley,C,Plot,3,SS-23-MAY-2016-01,4,N,,#339/8,,,,L.L.,N,G,N,SNBA,ID-GOOSELEY-0500,GOOSELEY-0500,GOOSELEY-0500,,OK,4120489,365735,,N,Y,N,N,
396,23-May-16,20160523,21:45,23:40,"ADS, MR",HW,,,18,15.3,95.5,,5.5,50,"No, rained earlier (drizzle)",C; Gooseley,C,Plot,3,SS-23-MAY-2016-01,5,R,,#340/8,,,,L.L.,N,G,N,SNBA,ID-982000406255135,9.82E+14,GOOSELEY-0400,,OK,4120492,365731,,N,N,N,N,
398,23-May-16,20160523,21:45,23:40,"ADS, MR",HW,,,18,15.3,95.5,,5.5,50,"No, rained earlier (drizzle)",C; Gooseley,C,Plot,3,SS-23-MAY-2016-01,7,N,,#341/8,,,,L.L.,N,G,N,SNBA,ID-982000406255076,9.82E+14,GOOSELEY-1000,,OK,4120484,365738,We believe this was new and mistakenly noted as recap. (Between 0500 and 2000 on master list.),N,N,N,N,
479,2-Jun-16,20160602,22:00,0:15,"ADS, MRL","KN, ADS",,,23.1,22.2,94.4,0,5.3,60,No,E; FT1,E,Plot,3,SS-02-JUN-2016-01,3,R,,#441/8,,N,,L.L.,N,GY,N,SNBA,ID-982000406562669,9.82E+14,,,OK,4118392,365792,,N,N,N,N,
137,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,7,N,34.3,,4.4,N,,L.L.,Y,G,N,U,ID-982000406562625,9.82E+14,,,OK,4121479,363263,PERI,Y,Y,N,N,check; seems too small
42,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,19,R,43.6,#460/5,,N,,L.L.,,,,U,ID-982000406255152,9.82E+14,,,OK,4118999,367374,,N,N,N,N,
462,13-May-16,20160513,22:30,0:50,"ADS, MRL",?,,,18.9,16.5,95.3,0,5.1,80,No,E; FT1,E,Plot,2,SS-13-MAY-2016-01,2,N,52.4,#362/5,23,N,,L.L.,Y,Y,Y,U,ID-982000406562692,9.82E+14,,,OK,4118384,365780,Peed,N,Y,N,N,WRONG; check pads eggs
22,22-May-16,20160522,21:39,,"ADS, MRL",HW,,,15,13.8,100,0,5.9,40,Yes,A; Etour,A,Plot,3,SS-22-MAY-2016-01,8,R,,,,,,,,,,U,ID-982000406562701,9.82E+14,,,,4118970,367367,22:56,N,N,N,Y,
43,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,20,R,,,,,,,,,,U,ID-982000406562882,9.82E+14,,,,4119000,367363,-,N,N,N,Y,
44,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,21,R,,,,,,,,,,U,ID-982000406255126,9.82E+14,,,,4118980,367371,23:35,N,N,N,Y,
45,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,22,R,,,,,,,,,,U,ID-982000406562814,9.82E+14,,,,4118980,367376,23:48,N,N,N,Y,
46,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,23,R,,,,,,,,,,U,ID-982000406562701,9.82E+14,,,,4118980,367367,23:57,N,N,N,Y,
60,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,10,R,,,,,,,,,,U,ID-982000406562882,9.82E+14,,,,4119010,367376,22:36,N,N,N,Y,
62,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,12,R,,,,,,,,,,U,ID-982000406562533,9.82E+14,,,,4119000,367370,22:47,N,N,N,Y,
63,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,13,R,,,,,,,,,,U,ID-982000406562585,9.82E+14,,,,4118970,367373,23:07,N,N,N,Y,
64,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,14,R,,,,,,,,,,U,ID-982000406562814,9.82E+14,,,,4118970,367374,23:10,N,N,N,Y,
65,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,15,R,,,,,,,,,,U,ID-982000406562842,9.82E+14,,,,4118990,367373,23:33,N,N,N,Y,
66,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,16,R,,,,,,,,,,U,ID-982000406562701,9.82E+14,,,,4118980,367378,23:37,N,N,N,Y,
67,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,17,R,,,,,,,,,,U,ID-982000406562673,9.82E+14,,,,4118980,367364,23:57,N,N,N,Y,
82,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,10,R,,,,,,,,,,U,ID-982000406562882,9.82E+14,,,,4118980,367367,21:35,N,N,N,Y,
83,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,11,R,,,,,,,,,,U,ID-982000406562533,9.82E+14,,,,4118990,367370,21:49,N,N,N,Y,
84,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,12,R,,,,,,,,,,U,ID-982000406562743,9.82E+14,,,,4119000,367374,21:51,N,N,N,Y,
85,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,13,R,,,,,,,,,,U,ID-982000406255126,9.82E+14,,,,4118980,367385,21:54,N,N,N,Y,
86,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,14,R,,,,,,,,,,U,ID-982000406562839,9.82E+14,,,,4118990,367384,21:57,N,N,N,Y,
87,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,15,R,,,,,,,,,,U,ID-982000406562538,9.82E+14,,,,4118970,367372,22:02,N,N,N,Y,
88,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,16,R,,,,,,,,,,U,ID-982000406562596,9.82E+14,,,,4118960,367377,22:23,N,N,N,Y,
89,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,17,R,,,,,,,,,,U,ID-982000406562608,9.82E+14,,,,4118970,367373,22:27,N,N,N,Y,
90,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,18,R,,,,,,,,,,U,ID-982000406255106,9.82E+14,,,,4118970,367364,22:33,N,N,N,Y,
91,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,19,R,,,,,,,,,,U,ID-982000406563250,9.82E+14,,,,4118970,367382,22:36,N,N,N,Y,
92,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,20,R,,,,,,,,,,U,ID-982000406562673,9.82E+14,,,,4118950,367342,22:49,N,N,N,Y,
96,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,1,R,,,,,,,,,,U,ID-982000406562882,9.82E+14,,,,4118990,367397,21:23,N,N,N,Y,
97,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,2,R,,,,,,,,,,U,ID-982000406562774,9.82E+14,,,,4119000,367393,21:26,N,N,N,Y,
98,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,3,R,,,,,,,,,,U,ID-900118001079430,9.00E+14,,,,4118990,367402,21:28,N,N,N,Y,
99,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,4,R,,,,,,,,,,U,ID-982000406255121,9.82E+14,,,,4118990,367378,21:38,N,N,N,Y,
